ID,KEYS,VALUES
44,"Aggregate data, specifically the total number of employees by date.","a!barChartField(data:recordType!Employee,config:a!barChartConfig(primaryGrouping:a!grouping(field:recordType!Employee.fields.startDate,alias:""startDate_month_of_year_primaryGrouping"",interval:""MONTH_OF_YEAR_SHORT_TEXT""),secondaryGrouping:a!grouping(field:recordType!Employee.fields.department,alias:""department_secondaryGrouping""),measures:{a!measure(function:""COUNT"",field:recordType!Employee.fields.id,alias:""id_count_measure1"")},dataLimit:100),label:""Bar Chart"",labelPosition:""ABOVE"",stacking:""NORMAL"",showLegend:true,showTooltips:true,colorScheme:""OCEAN"",height:""MEDIUM"",xAxisStyle:""STANDARD"",yAxisStyle:""STANDARD"")"
45,Save a numeric score using a set of clickable rich text icons.,"a!localVariables(local!rating:0,local!totalStars:10,a!richTextDisplayField(value:{a!foreach(items:enumerate(local!totalStars)+1,expression:{a!richTextIcon(icon:if(fv!index<=local!rating,""star"",""star-o""),color:""ACCENT"",linkstyle:""STANDALONE"",link:a!dynamicLink(value:if(local!rating=fv!index,0,fv!index),saveInto:local!rating))})}))"
46,"Present two buttons to the end user that, based on the selection, will validate only after a particular button is clicked.","a!localVariables(/**AlloftheselocalvariablescouldbecombinedintotheemployeeCDTandpassedinto*aprocessmodelviaaruleinput*/local!firstName,local!lastName,local!department,local!title,local!phoneNumber,local!startDate,/**local!isFutureHireisaplaceholdervaraiableusedtosetthevalidationgrouptrigger.*WhenisFutureHireissettotrue,ausercanskipphonenumberandstartdate.*/local!isFutureHire,local!isNumberValid:if(len(local!phoneNumber)<=12,true,false),a!formLayout(label:""Example: Add Employee with Conditional Requiredness"",contents:{a!textField(label:""First Name"",value:local!firstName,saveInto:local!firstName,required:true),a!textField(label:""Last Name"",value:local!lastName,saveInto:local!lastName,required:true),a!dropdownField(label:""Department"",choiceLabels:{""Corporate"",""Engineering"",""Finance"",""Human Resources"",""Professional Services"",""Sales""},placeholder:""-- Please Select a Department -- "",choiceValues:{""Corporate"",""Engineering"",""Finance"",""Human Resources"",""Professional Services"",""Sales""},value:local!department,saveInto:local!department,required:true),a!textField(label:""Title"",value:local!title,saveInto:local!title,required:true),/**Whenafieldhasavalidationgroupset,therequiredparameterandanyvalidations*aredeferreduntilthevalidationgroupistriggeredbyabuttonorlink.**Multiplevalidationsareaddedtothephonenumberfieldbyaddingalocalvariable*thatturnsoffrequiredandvalidationgroup,buttriggersastandardvalidation*uponunfocusfromthefield(ratherthantheonboardbuttonclick).*/a!textField(label:""Phone Number"",placeholder:""555-456-7890"",value:local!phoneNumber,saveInto:local!phoneNumber,required:local!isNumberValid,requiredMessage:""A phone number is needed if you'regoingtoonboardthisemployee"",
        validations: if(local!isNumberValid,"""",""Pleaseenteravalidtelephonelessthan12digitslong.""),
        validationGroup:if(local!isNumberValid,""Future_Hire"","""")
      ),
      a!dateField(
        label: ""StartDate"",
        value: local!startDate,
        saveInto: local!startDate,
        required:true,
        requiredMessage:""Astartdateisneededifyou're going to onboard this employee"",validationGroup:""Future_Hire"")},buttons:a!buttonLayout(primaryButtons:{a!buttonWidget(label:""Submit as Future Hire"",value:true,saveInto:local!isFutureHire,submit:true),a!buttonWidget(label:""Onboard Employee Now"",value:false,saveInto:local!isFutureHire,submit:true,validationGroup:""Future_Hire"")})))"
47,Allow the user to publish several rows of data to a table through the a!writeToDataStoreEntity() smart service function.,"a!localVariables(/*Thedatatoloadintothedatastoreentity.*/local!dataToLoad:cast('type!{urn:com:appian:types}employee?list',{a!map(firstName:""John"",lastName:""Smith"",department:""Engineering"",title:""Director"",phoneNumber:""555-123-4567"",startDate:today()-360),a!map(firstName:""Michael"",lastName:""Johnson"",department:""Finance"",title:""Analyst"",phoneNumber:""555-987-6543"",startDate:today()-360),a!map(firstName:""Mary"",lastName:""Reed"",department:""Engineering"",title:""Software Engineer"",phoneNumber:""555-456-0123"",startDate:today()-240),a!map(firstName:""Angela"",lastName:""Cooper"",department:""Sales"",title:""Manager"",phoneNumber:""555-123-4567"",startDate:today()-240),a!map(firstName:""Elizabeth"",lastName:""Ward"",department:""Sales"",title:""Sales Associate"",phoneNumber:""555-987-6543"",startDate:today()-240),a!map(firstName:""Daniel"",lastName:""Lewis"",department:""HR"",title:""Manager"",phoneNumber:""555-876-5432"",startDate:today()-180),a!map(firstName:""Paul"",lastName:""Martin"",department:""Finance"",title:""Analyst"",phoneNumber:""555-609-3691"",startDate:today()-150),a!map(firstName:""Jessica"",lastName:""Peterson"",department:""Finance"",title:""Analyst"",phoneNumber:""555-987-6543"",startDate:today()-150),a!map(firstName:""Mark"",lastName:""Hall"",department:""Professional Services"",title:""Director"",phoneNumber:""555-012-3456"",startDate:today()-150),a!map(firstName:""Rebecca"",lastName:""Wood"",department:""Engineering"",title:""Manager"",phoneNumber:""555-210-3456"",startDate:today()-150),a!map(firstName:""Pamela"",lastName:""Sanders"",department:""Engineering"",title:""Software Engineer"",phoneNumber:""555-123-4567"",startDate:today()-120),a!map(firstName:""Christopher"",lastName:""Morris"",department:""Professional Services"",title:""Consultant"",phoneNumber:""555-456-7890"",startDate:today()-120),a!map(firstName:""Kevin"",lastName:""Stewart"",department:""Professional Services"",title:""Manager"",phoneNumber:""555-345-6789"",startDate:today()-120),a!map(firstName:""Stephen"",lastName:""Edwards"",department:""Sales"",title:""Sales Associate"",phoneNumber:""555-765-4321"",startDate:today()-120),a!map(firstName:""Janet"",lastName:""Coleman"",department:""Finance"",title:""Director"",phoneNumber:""555-654-3210"",startDate:today()-90),a!map(firstName:""Scott"",lastName:""Bailey"",department:""Engineering"",title:""Software Engineer"",phoneNumber:""555-678-1235"",startDate:today()-30),a!map(firstName:""Andrew"",lastName:""Nelson"",department:""Professional Services"",title:""Consultant"",phoneNumber:""555-789-4560"",startDate:today()-30),a!map(firstName:""Michelle"",lastName:""Foster"",department:""HR"",title:""Director"",phoneNumber:""555-345-6789"",startDate:today()-30),a!map(firstName:""Laura"",lastName:""Bryant"",department:""Sales"",title:""Sales Associate"",phoneNumber:""555-987-6543"",startDate:today()-14),a!map(firstName:""William"",lastName:""Ross"",department:""Engineering"",title:""Software Engineer"",phoneNumber:""555-123-4567"",startDate:today()-10),a!map(firstName:""Arya"",lastName:""Colson"",department:""Sales"",title:""Sales Associate"",phoneNumber:""555-927-3343"",startDate:today()-5)}),/*ThisvaluegetsupdatedwhentheuserclicksonthePUBLISHDATAbuttoninordertodisableitsotheusercan't click it multiple times. */
  local!submitted: false,
  /* The refresh variable watches local!submitted and reruns the query when it changes. */
  local!datasubset: a!refreshVariable(
    value: a!queryEntity(
      entity: cons!EMPLOYEE_ENTITY,
      query: a!query(
        pagingInfo: a!pagingInfo(
          startIndex: 1,
          batchSize: -1,
          sort: a!sortInfo(field: ""id"", ascending: true)
        )
      ),
      fetchTotalCount: true
    ),
    refreshOnVarChange: local!submitted
  ),
  local!hasData: not(local!datasubset.totalCount=0),
  a!sectionLayout(
    contents: {
      a!buttonLayout(
        secondaryButtons:{
          a!buttonWidget(
            label: if(local!hasData, ""DataAlreadyPublished"", ""PublishData""),
            saveInto: {
              a!writeToDataStoreEntity(
                dataStoreEntity: cons!EMPLOYEE_ENTITY,
                valueToStore: local!dataToLoad,
                /* Since the writeToDataStoreEntity function doesn'tchangevaluesintheinterface,weaddanadditionalsavetoupdatealocalvariablesothethequeryinlocal!datasubsetrunsagain.*/onSuccess:a!save(local!submitted,true))},submit:true,style:""PRIMARY"",disabled:or(local!hasData,local!submitted))}),a!gridField(label:""DATA TO WRITE"",labelPosition:""ABOVE"",data:local!dataToLoad,columns:{a!gridColumn(label:""ID"",value:if(isnull(fv!row.id),""N/A"",fv!row.id)),a!gridColumn(label:""First Name"",value:fv!row.firstName),a!gridColumn(label:""Last Name"",value:fv!row.lastName),a!gridColumn(label:""Department"",value:fv!row.department),a!gridColumn(label:""Title"",value:fv!row.title),a!gridColumn(label:""Phone Number"",value:fv!row.phoneNumber),a!gridColumn(label:""Start Date"",value:fv!row.startDate)},validations:{},showWhen:local!datasubset.totalCount=0),a!gridField(label:""DATA WRITTEN"",labelPosition:""ABOVE"",data:a!queryEntity(entity:cons!EMPLOYEE_ENTITY,query:a!query(pagingInfo:fv!pagingInfo),fetchTotalCount:true),columns:{a!gridColumn(label:""ID"",value:fv!row.id),a!gridColumn(label:""First Name"",value:fv!row.firstName),a!gridColumn(label:""Last Name"",value:fv!row.lastName),a!gridColumn(label:""Department"",value:fv!row.department),a!gridColumn(label:""Title"",value:fv!row.title),a!gridColumn(label:""Phone Number"",value:fv!row.phoneNumber),a!gridColumn(label:""Start Date"",value:fv!row.startDate)},initialSorts:a!sortInfo(""id"",true),showWhen:not(local!datasubset.totalCount=0))}))"
48,"When using a dropdown to select values from the database, or generally from an array of CDT values, configure it to save the entire CDT value rather than just a single field.","a!localVariables(local!foodTypes:{a!map(id:1,name:""Fruits""),a!map(id:2,name:""Vegetables"")},local!selectedFoodType,a!formLayout(label:""Example: Dropdown with CDT"",contents:{a!dropdownField(label:""Food Type"",instructions:""Value saved: ""&local!selectedFoodType,choiceLabels:index(local!foodTypes,""name"",null),placeholder:""--- Select Food Type ---"",/*choiceValuesgetstheCDT/dictionaryratherthantheids*/choiceValues:local!foodTypes,value:local!selectedFoodType,saveInto:local!selectedFoodType)},buttons:a!buttonLayout(primaryButtons:a!buttonWidget(label:""Submit"",submit:true))))"
49,"Using a dropdown, filter the results of a data set while also adjusting a chart reference line.","a!localVariables(local!selectedDepartment:""Engineering"",local!data:{a!map(department:""Engineering"",quarter:""2015-Q1"",spent:15804),a!map(department:""Engineering"",quarter:""2015-Q2"",spent:13432),a!map(department:""Engineering"",quarter:""2015-Q3"",spent:23400),a!map(department:""Engineering"",quarter:""2015-Q4"",spent:15900),a!map(department:""Engineering"",quarter:""2016-Q1"",spent:12004),a!map(department:""Engineering"",quarter:""2016-Q2"",spent:13901),a!map(department:""Engineering"",quarter:""2016-Q3"",spent:14142),a!map(department:""Engineering"",quarter:""2016-Q4"",spent:17980),a!map(department:""Engineering"",quarter:""2017-Q1"",spent:13822),a!map(department:""Engineering"",quarter:""2017-Q2"",spent:11053),a!map(department:""Engineering"",quarter:""2017-Q3"",spent:16607),a!map(department:""Engineering"",quarter:""2017-Q4"",spent:15449),a!map(department:""Professional Services"",quarter:""2015-Q1"",spent:18883),a!map(department:""Professional Services"",quarter:""2015-Q2"",spent:22904),a!map(department:""Professional Services"",quarter:""2015-Q3"",spent:19192),a!map(department:""Professional Services"",quarter:""2015-Q4"",spent:20043),a!map(department:""Professional Services"",quarter:""2016-Q1"",spent:17790),a!map(department:""Professional Services"",quarter:""2016-Q2"",spent:24405),a!map(department:""Professional Services"",quarter:""2016-Q3"",spent:21031),a!map(department:""Professional Services"",quarter:""2016-Q4"",spent:25787),a!map(department:""Professional Services"",quarter:""2017-Q1"",spent:17401),a!map(department:""Professional Services"",quarter:""2017-Q2"",spent:19903),a!map(department:""Professional Services"",quarter:""2017-Q3"",spent:18400),a!map(department:""Professional Services"",quarter:""2017-Q4"",spent:20801),a!map(department:""Sales"",quarter:""2015-Q1"",spent:29990),a!map(department:""Sales"",quarter:""2015-Q2"",spent:32063),a!map(department:""Sales"",quarter:""2015-Q3"",spent:24504),a!map(department:""Sales"",quarter:""2015-Q4"",spent:24994),a!map(department:""Sales"",quarter:""2016-Q1"",spent:26803),a!map(department:""Sales"",quarter:""2016-Q2"",spent:37400),a!map(department:""Sales"",quarter:""2016-Q3"",spent:27880),a!map(department:""Sales"",quarter:""2016-Q4"",spent:22904),a!map(department:""Sales"",quarter:""2017-Q1"",spent:32701),a!map(department:""Sales"",quarter:""2017-Q2"",spent:27032),a!map(department:""Sales"",quarter:""2017-Q3"",spent:28443),a!map(department:""Sales"",quarter:""2017-Q4"",spent:23940)},local!selectedData:index(local!data,wherecontains(local!selectedDepartment,touniformstring(local!data.department)),null/*Returnnothingiftheselecteddepartmentisn't in the list */
  ), 
  {
    a!sectionLayout(
      contents: {
        a!dropdownField(
          label: ""Department"",
          choiceLabels: {""Engineering"", ""ProfessionalServices"", ""Sales""},
          choiceValues: {""Engineering"", ""ProfessionalServices"", ""Sales""},
          value: local!selectedDepartment,
          saveInto: local!selectedDepartment
        ),
        a!lineChartField(
          label: ""MoneySpentperQuarter"",
          categories: local!data.quarter,
          series: a!chartSeries(data: local!selectedData.spent),
          xAxisTitle: ""Quarter"",
          yAxisTitle: ""AmountSpent(in$)"",
          referenceLines: {
            a!chartReferenceLine(
              label: ""100%Budget"",
              value: if(
                local!selectedDepartment = ""Engineering"",
                18000,
                if(
                  local!selectedDepartment = ""ProfessionalServices"",
                  21000,
                  30000
                )
              ),
              color: ""ORANGE""
            ),
            a!chartReferenceLine(
              label: ""125%Budget"",
              value: if(
                local!selectedDepartment = ""Engineering"",
                22500,
                if(
                  local!selectedDepartment = ""ProfessionalServices"",
                  26250,
                  37500
                )
              ),
              color: ""RED"",
              style: ""DASHDOT""
            )
          },
          showLegend: false
        )
      }
    )
  }
)
"
50,Display a grid populated based on search criteria specified by end users.,"a!localVariables(/*Inarealapp,thesevaluesshouldbeheldinthedatabaseorinaconstant.*/local!allDepartments:{""Corporate"",""Engineering"",""Finance"",""HR"",""Professional Services"",""Sales""},/*Theselocalvariablesstorefiltervalues.*/local!lastName,local!title,local!department,/*Thevalueofthisvariableisfalseifanyofthefiltervariablesarenotnull.*/local!noFiltersApplied:all(fn!isnull,{local!lastName,local!title,local!department}),a!sectionLayout(contents:{a!columnsLayout(columns:{a!columnLayout(contents:{/*RefreshingafterKEYPRESSmeansthefilterisappliedtothegrideverytimetheuserpressesakey.Forlargedatasetswhereperformanceisanissue,youcouldrefreshaftertheuserleavesthefield(UNFOCUS).*/a!textField(label:""Last Name"",value:local!lastName,saveInto:local!lastName,refreshAfter:""KEYPRESS""),a!textField(label:""Title"",value:local!title,saveInto:local!title,refreshAfter:""KEYPRESS""),a!dropdownField(label:""Department"",placeholder:""All Departments"",choiceLabels:local!allDepartments,choiceValues:local!allDepartments,value:local!department,saveInto:local!department),a!buttonLayout(primaryButtons:{a!buttonWidget(label:""Clear"",saveInto:{local!lastName,local!title,local!department},disabled:local!noFiltersApplied)})}),a!columnLayout(contents:{a!gridField(label:""Read-only Grid"",labelPosition:""ABOVE"",data:a!queryEntity(entity:cons!EMPLOYEE_ENTITY,query:a!query(selection:a!querySelection(columns:{a!queryColumn(field:""lastName""),a!queryColumn(field:""title""),a!queryColumn(field:""department"")}),logicalExpression:a!queryLogicalExpression(operator:""AND"",filters:{/*The'includes'operatorcomparesstringsandwillreturnpartialmatches,whichishowmostsearchingfilterswork.Thefilterwillalsoreevaluateanytimetheassociatedlocalvariableschange.Touseabuttontosearchinstead,makesurethesearchstringsavestoadifferentlocalvariablefirst.*/a!queryFilter(field:""lastName"",operator:""includes"",value:local!lastName),a!queryFilter(field:""title"",operator:""includes"",value:local!title),a!queryFilter(field:""department"",operator:""="",value:local!department)},ignoreFiltersWithEmptyValues:true),pagingInfo:fv!pagingInfo),fetchTotalCount:true),columns:{a!gridColumn(label:""Last Name"",sortField:""lastName"",value:fv!row.lastName),a!gridColumn(label:""Title"",sortField:""title"",value:fv!row.title),a!gridColumn(label:""Department"",sortField:""department"",value:fv!row.department)},pagesize:5,initialsorts:a!sortInfo(field:""lastName"",ascending:true))})})}))"
51,Display calculated values in columns in a grid.,"a!gridField(label:""Performance Review Schedule"",labelPosition:""ABOVE"",data:recordType!Employee,columns:{a!gridColumn(label:""Name"",sortField:recordType!Employee.fields.firstName,/*Inthevalueparameter,weusedfv!rowwitharecordtypefield*referencetopullinthefirstnameandlastnamefields.Then*usedampersand(&)toconcatenatebothfieldstogetherintoa*singlevalue.*/value:fv!row[recordType!Employee.fields.firstName]&"" ""&fv!row[recordType!Employee.fields.lastName]),a!gridColumn(label:""Department"",sortField:recordType!Employee.fields.department,value:fv!row[recordType!Employee.fields.department]),a!gridColumn(label:""Title"",sortField:recordType!Employee.fields.title,value:fv!row[recordType!Employee.fields.title]),a!gridColumn(label:""Next Performance Review"",sortField:recordType!Employee.fields.startDate,/*Weusedlocalvariablestostorethevalueoftheemployee's 
       * start month and start day. Then used the date() function to 
       * calculate the next review time based on the start date 
       * returned when using fv!row with a record type field to  
       * reference each employee'sstartdate.*/value:a!localVariables(local!startMonth:month(fv!row[recordType!Employee.fields.startDate]),local!startDay:day(fv!row[recordType!Employee.fields.startDate]),if(and(local!startMonth<=month(today()),local!startDay<=day(today())),date(1+year(today()),local!startMonth,local!startDay),date(year(today()),local!startMonth,local!startDay))),align:""END"")},pagesize:10,showRefreshButton:true,showExportButton:true,refreshAfter:""RECORD_ACTION"",/*Weaddedthe""Add New Employee""recordactiontothegridfortesting*only.Thisrecordactionwasconfiguredintherecordtypeandbrought*intothegrid.*/recordActions:{a!recordActionItem(action:recordType!Employee.actions.addNewEmployee)})"
52,"Aggregate data, specifically the total number of employees for each title in the Engineering department, to display in a bar chart.","{a!barChartField(data:a!recordData(recordType:recordType!Employee,filters:a!queryLogicalExpression(operator:""AND"",filters:{a!queryFilter(field:recordType!Employee.fields.department,operator:""="",value:""Engineering"")},ignoreFiltersWithEmptyValues:true)),config:a!barChartConfig(primaryGrouping:a!grouping(field:recordType!Employee.fields.title,alias:""title_primaryGrouping""),measures:{a!measure(label:""Total"",function:""COUNT"",field:recordType!Employee.fields.id,alias:""id_count_measure1"")},dataLimit:100),label:""Bar Chart"",labelPosition:""ABOVE"",stacking:""NONE"",showLegend:true,showTooltips:true,colorScheme:""OCEAN"",height:""MEDIUM"",xAxisStyle:""STANDARD"",yAxisStyle:""STANDARD"",refreshAfter:""RECORD_ACTION"")}"
53,Display the tasks for a user in a Read-Only Grid and allow them to click on a task to navigate to the task itself.,"a!localVariables(local!pagingInfo:a!pagingInfo(startIndex:1,batchSize:-1),local!report:a!queryProcessAnalytics(report:cons!UC_TASKS_FOR_USER_REPORT,query:a!query(pagingInfo:local!pagingInfo)),a!gridField(label:local!report.name,instructions:local!report.description,data:local!report.data,columns:a!forEach(items:local!report.columnConfigs,expression:a!gridColumn(label:fv!item.label,sortField:fv!item.field,align:if(fv!item.configuredFormatting=""DATE_TIME"",""END"",""START""),value:if(fv!item.configuredFormatting=""TASK_STATUS"",index({""Assigned"",""Accepted"",""Completed"",""Not Started"",""Cancelled"",""Paused"",""Unattended"",""Aborted"",""Cancelled By Exception"",""Submitted"",""Running"",""Error""},/*Taskstatusidsstartwith0,soaddonetoreachthefirstindex*/tointeger(index(fv!row,tointeger(fv!item.field)+1,-1)),""Other""),if(fv!item.configuredDrilldown=""TASK_DETAILS"",a!linkField(links:a!processTaskLink(label:index(fv!row,fv!item.field,{}),task:index(fv!row,fv!item.drilldownField,{}))),index(fv!row,fv!item.field,{}))))),rowHeader:1,pageSize:20))"
54,This pattern illustrates how to create a bar chart that shows sales per sales region.,"{a!barChartField(data:'recordType!{c25947c0-2230-41cb-86a6-bd86d14d0af9}Sales Region',config:a!barChartConfig(primaryGrouping:a!grouping(field:'recordType!{c25947c0-2230-41cb-86a6-bd86d14d0af9}Sales Region.relationships.{0ea75675-bc93-491c-8cc2-3c74668c96d3}country.fields.{85846423-5eb5-46c0-ac1a-263e4f522be7}name',alias:""name_primaryGrouping""),measures:{a!measure(label:""YTD"",function:""SUM"",field:'recordType!{c25947c0-2230-41cb-86a6-bd86d14d0af9}Sales Region.relationships.{91b8d190-173e-407a-bf9b-e42e8e32a437}order.relationships.{0bde4028-fd7a-411f-97ad-7ad5b84e0d18}orderDetail.fields.{db456082-5f77-4765-bc3e-f662651e0d52}lineTotal',filters:a!queryLogicalExpression(operator:""AND"",filters:{a!queryFilter(field:'recordType!{bec4a875-9980-4bbf-a38c-c492ebed065a}Order Detail.relationships.{e6b1dbca-6c3c-4540-a093-3c581a73ad17}order.fields.{fbcc99f6-1ddf-4923-903b-18122a1737c6}orderDate',operator:""between"",value:/*Year-to-Date*/{datetime(year(today()),1,1),now()})},ignoreFiltersWithEmptyValues:true),alias:""ytd""),a!measure(label:""LY YTD"",function:""SUM"",field:'recordType!{c25947c0-2230-41cb-86a6-bd86d14d0af9}Sales Region.relationships.{91b8d190-173e-407a-bf9b-e42e8e32a437}order.relationships.{0bde4028-fd7a-411f-97ad-7ad5b84e0d18}orderDetail.fields.{db456082-5f77-4765-bc3e-f662651e0d52}lineTotal',filters:a!queryLogicalExpression(operator:""AND"",filters:{a!queryFilter(field:'recordType!{bec4a875-9980-4bbf-a38c-c492ebed065a}Order Detail.relationships.{e6b1dbca-6c3c-4540-a093-3c581a73ad17}order.fields.{fbcc99f6-1ddf-4923-903b-18122a1737c6}orderDate',operator:""between"",value:/*PreviousYear-to-Date(FromBeginningofLastYeartoTodayLastYear)*/{datetime(year(today())-1,1,1),edate(today(),-12)+(now()-today())})},ignoreFiltersWithEmptyValues:true),alias:""lytd"")},sort:{a!sortInfo(field:""ytd"")},dataLimit:100),label:""Sales by Region"",labelPosition:""ABOVE"",stacking:""NONE"",showLegend:true,showTooltips:true,colorScheme:""MIDNIGHT"",height:""MEDIUM"",xAxisStyle:""STANDARD"",yAxisStyle:""NONE"",refreshAfter:""RECORD_ACTION"")}"
55,Present two buttons to the end user and only make certain fields required if the user clicks a particular button,"a!localVariables(/**AlloftheselocalvariablescouldbecombinedintotheemployeeCDTandpassedinto*aprocessmodelviaaruleinput*/local!firstName,local!lastName,local!department,local!title,local!phoneNumber,local!startDate,/**local!isFutureHireisaplaceholdervariableusedtosetthevalidationgrouptrigger.*WhenisFutureHireissettotrue,ausercanskipphonenumberandstartdate.*/local!isFutureHire,a!formLayout(label:""Example: Add Employee with Conditional Requiredness"",contents:{a!textField(label:""First Name"",value:local!firstName,saveInto:local!firstName,required:true),a!textField(label:""Last Name"",value:local!lastName,saveInto:local!lastName,required:true),a!dropdownField(label:""Department"",placeholder:""-- Select a Department -- "",choiceLabels:{""Corporate"",""Engineering"",""Finance"",""Human Resources"",""Professional Services"",""Sales""},choiceValues:{""Corporate"",""Engineering"",""Finance"",""Human Resources"",""Professional Services"",""Sales""},value:local!department,saveInto:local!department,required:true),a!textField(label:""Title"",value:local!title,saveInto:local!title,required:true),/**Whenafieldhasavalidationgroupset,therequiredparameterandanyvalidations*aredeferreduntilthevalidationgroupistriggeredbyabuttonorlink.*/a!textField(label:""Phone Number"",placeholder:""555-456-7890"",value:local!phoneNumber,saveInto:local!phoneNumber,required:true,requiredMessage:""A phone number is needed if you'regoingtoonboardthisemployee"",
        validationGroup:""Future_Hire""
      ),
     a!dateField(
        label: ""StartDate"",
        value: local!startDate,
        saveInto: local!startDate,
        required:true,
        requiredMessage:""Astartdateisneededifyou're going to onboard this employee"",validationGroup:""Future_Hire"")},buttons:a!buttonLayout(primaryButtons:{a!buttonWidget(label:""Submit Future Onboarding"",style:""SECONDARY"",value:true,saveInto:local!isFutureHire,submit:true),a!buttonWidget(label:""Onboard Employee Now"",value:false,saveInto:local!isFutureHire,submit:true,validationGroup:""Future_Hire"")})))"
56,Display a column chart with a toggle to display an alternate grid view of the data.,"a!localVariables(local!ticketData:{a!map(month:""January"",internalTickets:32,customerTickets:41),a!map(month:""February"",internalTickets:16,customerTickets:38),a!map(month:""March"",internalTickets:21,customerTickets:37),a!map(month:""April"",internalTickets:31,customerTickets:20),a!map(month:""May"",internalTickets:33,customerTickets:47),a!map(month:""June"",internalTickets:9,customerTickets:22),a!map(month:""July"",internalTickets:2,customerTickets:16),a!map(month:""August"",internalTickets:11,customerTickets:29),a!map(month:""September"",internalTickets:5,customerTickets:0),a!map(month:""October"",internalTickets:71,customerTickets:10),a!map(month:""November"",internalTickets:4,customerTickets:13),a!map(month:""December"",internalTickets:5,customerTickets:21)},/*ThisvariableisreferencedintheshowWhenparametersofboththegridandthechart.*/local!showAsGrid:false,{a!linkField(links:{/*Thenot()functionsimplyinvertsatrueorfalsevalue,makingforasimpletoggle.*/a!dynamicLink(label:""View data as a ""&if(local!showAsGrid,""chart"",""grid""),value:not(local!showAsGrid),saveInto:local!showAsGrid)}),if(local!showAsGrid,a!gridField(label:""Logged Defect Tickets"",data:local!ticketData,columns:{a!gridColumn(label:""Month"",value:fv!row.month),a!gridColumn(label:""Internal Tickets"",value:fv!row.internalTickets,align:""END"",width:""NARROW_PLUS""),a!gridColumn(label:""Customer Tickets"",value:fv!row.customerTickets,align:""END"",width:""NARROW_PLUS""),a!gridColumn(label:""Total Tickets"",value:fv!row.internalTickets+fv!row.customerTickets,align:""END"",width:""NARROW_PLUS"")},pageSize:12),a!columnChartField(label:""Logged Defect Tickets"",categories:left(local!ticketData.month,3),series:{a!chartSeries(label:""Internal"",data:local!ticketData.internalTickets),a!chartSeries(label:""Customer"",data:local!ticketData.customerTickets)},colorScheme:""PARACHUTE"",yAxisTitle:""Number of Tickets"",stacking:""NORMAL"",showLegend:true))})"
57,"Aggregate data by multiple fields and display it in a stacked column chart. In this pattern, we will calculate the total number of employees for each title in each department and display it in a stacked column chart.","a!columnChartField(data:recordType!Employee,config:a!columnChartConfig(primaryGrouping:a!grouping(field:recordType!Employee.fields.department,alias:""department_primaryGrouping""),secondaryGrouping:a!grouping(field:recordType!Employee.fields.title,alias:""title_secondaryGrouping""),measures:{a!measure(function:""COUNT"",field:recordType!Employee.fields.id,alias:""id_count_measure1"")},dataLimit:100),label:""Column Chart"",xAxisTitle:""Department"",yAxisTitle:""Number of Employees"",stacking:""NORMAL"",showLegend:true,showTooltips:true,labelPosition:""ABOVE"",colorScheme:""CLASSIC"",height:""MEDIUM"",xAxisStyle:""STANDARD"",yAxisStyle:""STANDARD"")"
58,"Display the last time the interface was updated, either based on a user interaction or a timer.","=a!localVariables(/*Thisrefreshvariablerefreshesevery30secondstoreturnthedatafromtheEmployeerecordtype.*/local!employees:a!refreshVariable(value:a!recordData(recordType!Employee),refreshInterval:0.5),/*Thisrefreshvariablereturnsthecurrenttimeusingthenow()function.Itissettorefreshwheneverlocal!employeeschanges.It's also set to 
     refresh every 30 seconds, because if local!employees refreshes, but the 
     data hasn'tchanged,thenthisrefreshvariablewouldn't know to 
     refresh. */
  local!lastUpdatedAt: a!refreshVariable(
    value: now(),
    refreshOnVarChange: local!employees,
    refreshInterval: 0.5
  ),
  a!sectionLayout(
    contents:{
      a!richTextDisplayField(
        labelposition: ""COLLAPSED"",
        value: {
          a!richTextItem(
            text: {
              ""Lastupdatedat"",
              text(local!lastUpdatedAt, ""h:mma"")
            },
            color: ""SECONDARY"",
            style: ""EMPHASIS""
          )
        },
        align: ""RIGHT""
      ),
      a!gridField(
        label: ""Employees"",
        /* The recordData() function is external to the grid so it can be 
           referenced by the refresh variable in local!lastUpdatedAt. */
        data:  local!employees,
        columns: {
          a!gridColumn(
            label: ""FirstName"",
            sortField: recordType!Employee.fields.firstName,
            value: fv!row[recordType!Employee.fields.firstName]
          ),
          a!gridColumn(
            label: ""LastName"",
            sortField: recordType!Employee.fields.lastName,
            value: fv!row[recordType!Employee.fields.lastName]
          ),
          a!gridColumn(
            label: ""Department"",
            sortField: ""department"",
            value: fv!row[recordType!Employee.fields.department]
          ),
          a!gridColumn(
            label: ""Title"",
            sortField: recordType!Employee.fields.title,
            value: fv!row[recordType!Employee.fields.title]
          ),
          a!gridColumn(
            label: ""PhoneNumber"",
            value: fv!row[recordType!Employee.fields.phoneNumber]
          ),
          a!gridColumn(
            label: ""StartDate"",
            sortField: recordType!Employee.fields.startDate,
            value: fv!row[recordType!Employee.fields.startDate]
          )
        },
        rowHeader: 1
      )
    }
  )
)
"
